0.0	Book Cover
（詩 119:58）	我一心求過你的恩； 願你照你的話憐憫我！
（詩 42:1）	上帝啊，我的心切慕你， 如鹿切慕溪水。
（詩 119:82）	我因盼望你的應許眼睛失明，說： 你何時安慰我？
（詩 73:25）	除你以外，在天上我有誰呢？ 除你以外，在地上我也沒有所愛慕的。
（詩 143:6）	我向你舉手； 我的心〔渴想〕你， 如乾旱之地〔盼雨〕一樣。（細拉）
（詩 143:7-8）	耶和華啊，求你速速應允我！ 我心神耗盡！ 不要向我掩面， 免得我像那些下坑的人一樣。求你使我清晨得聽你慈愛〔之言〕， 因我倚靠你； 求你使我知道當行的路， 因我的心仰望你。
（賽 26:8-9）	耶和華啊，我們在你行審判的路上等候你； 我們心裏所羨慕的是你的名， 就是你那可記念的〔名〕。夜間，我心中羨慕你； 我裏面的靈切切尋求你。 因為你在世上行審判的時候， 地上的居民就學習公義。
4.27.{5}	Faith Affirmations
（詩 119:131）	我張口而氣喘， 因我切慕你的命令。
（詩 84:1-2）	萬軍之耶和華啊， 你的居所何等可愛！我羨慕渴想耶和華的院宇； 我的心腸，我的肉體向永生上帝呼籲〔註：或譯：歡呼〕。
（詩 27:4）	有一件事，我曾求耶和華，我仍要尋求： 就是一生一世住在耶和華的殿中， 瞻仰他的榮美，在他的殿裏求問。
（詩 119:10）	我一心尋求了你； 求你不要叫我偏離你的命令。
4.28.{3}	Promises to Those Who Fear God
（詩 25:12-14）	誰敬畏耶和華， 耶和華必指示他當選擇的道路。他必安然居住； 他的後裔必承受地土。耶和華與敬畏他的人親密； 他必將自己的約指示他們。
（詩 31:19-20）	敬畏你、投靠你的人，你為他們所積存的， 在世人面前所施行的恩惠是何等大呢！你必把他們藏在你面前的隱密處， 免得遇見人的計謀； 你必暗暗地保守他們在亭子裏， 免受口舌的爭鬧。
（詩 33:18）	耶和華的眼目看顧敬畏他的人 和仰望他慈愛的人，
（詩 34:7）	耶和華的使者在敬畏他的人四圍安營， 搭救他們。
（詩 60:4）	你把旌旗賜給敬畏你的人， 可以為真理揚起來。（細拉）
（詩 103:13）	父親怎樣憐恤他的兒女， 耶和華也怎樣憐恤敬畏他的人！
（詩 103:17）	但耶和華的慈愛歸於敬畏他的人， 從亙古到永遠； 他的公義也歸於子子孫孫－
（詩 112:1-2）	你們要讚美耶和華！ 敬畏耶和華，甚喜愛他命令的， 這人便為有福！他的後裔在世必強盛； 正直人的後代必要蒙福。
（詩 112:1）	你們要讚美耶和華！ 敬畏耶和華，甚喜愛他命令的， 這人便為有福！
（詩 112:7-8）	他必不怕凶惡的信息； 他心堅定，倚靠耶和華。他心確定，總不懼怕， 直到他看見敵人〔遭報〕。
（詩 115:13）	凡敬畏耶和華的，無論大小， 主必賜福給他。
（詩 128:1-4）	凡敬畏耶和華、 遵行他道的人便為有福！你要吃勞碌得來的； 你要享福，事情順利。你妻子在你的內室，好像多結果子的葡萄樹； 你兒女圍繞你的桌子，好像橄欖栽子。看哪，敬畏耶和華的人必要這樣蒙福！
（詩 147:11）	耶和華喜愛敬畏他 和盼望他慈愛的人。
（箴 14:26-27）	敬畏耶和華的，大有倚靠； 他的兒女也有避難所。敬畏耶和華就是生命的泉源， 可以使人離開死亡的網羅。
（箴 19:23）	敬畏耶和華的，〔得着〕生命； 他必恆久知足，不遭禍患。
（賽 33:6）	你一生一世必得安穩－ 有豐盛的救恩， 並智慧和知識； 你以敬畏耶和華為至寶。
（瑪 4:2）	但向你們敬畏我名的人必有公義的日頭出現，其光線〔註：原文是翅膀〕有醫治之能。你們必出來跳躍如圈裏的肥犢。
（耶 32:38-40）	他們要作我的子民，我要作他們的上帝。我要使他們彼此同心同道，好叫他們永遠敬畏我，使他們和他們後世的子孫得福樂，又要與他們立永遠的約，必隨着他們施恩，並不離開他們，且使他們有敬畏我的心，不離開我。
4.28.{4}	Prayers Regarding the Fear of God
（尼 1:11）	主啊，求你側耳聽你僕人的祈禱，和喜愛敬畏你名眾僕人的祈禱，使你僕人現今亨通，在王面前蒙恩。」 我是作王酒政的。
（詩 86:11）	耶和華啊，求你將你的道指教我； 我要照你的真理行； 求你使我專心敬畏你的名！
4.28.{5}	Faith Affirmations
（詩 119:74）	敬畏你的人見我就要歡喜， 因我仰望你的話。
（詩 5:7）	至於我，我必憑你豐盛的慈愛進入你的居所； 我必存敬畏你的心向你的聖殿下拜。
（詩 119:63）	凡敬畏你、守你訓詞的人， 我都與他作伴。
（詩 119:120）	我因懼怕你，肉就發抖； 我也怕你的判語。
（伯 6:14）	那將要灰心、離棄全能者、 不敬畏上帝的人， 他的朋友當以慈愛待他。
（林後 5:11）	我們既知道主是可畏的，所以勸人。但我們在上帝面前是顯明的，盼望在你們的良心裏也是顯明的。
（詩 34:9）	耶和華的聖民哪，你們當敬畏他， 因敬畏他的一無所缺。
4.29.{3}	Promises to the Humble
（詩 25:8-9）	耶和華是良善正直的， 所以他必指示罪人走〔正〕路。他必按公平引領謙卑人， 將他的道教訓他們。
（詩 51:17）	〔上帝所要〕的祭就是憂傷的靈； 上帝啊，憂傷痛悔的心，你必不輕看。
（詩 138:6）	耶和華雖高，仍看顧低微的人； 他卻從遠處看出驕傲的人。
（賽 57:15）	因為那至高至上、永遠長存〔註：原文是住在永遠〕 名為聖者的如此說： 我住在至高至聖的所在， 也與心靈痛悔謙卑的人同居； 要使謙卑人的靈甦醒， 也使痛悔人的心甦醒。
（賽 66:2）	耶和華說：這一切都是我手所造的， 所以就都有了。 但我所看顧的， 就是虛心〔註：原文是貧窮〕痛悔、 因我話而戰兢的人。
（詩 146:8）	耶和華開了瞎子的〔眼睛〕； 耶和華扶起被壓下的人。 耶和華喜愛義人。
（太 23:12）	凡自高的，必降為卑；自卑的，必升為高。
（雅 4:6）	但他賜更多的恩典，所以經上說： 上帝阻擋驕傲的人， 賜恩給謙卑的人。
（雅 4:10）	務要在主面前自卑，主就必叫你們升高。
（彼前 5:5-7）	你們年幼的，也要順服年長的。就是你們眾人也都要以謙卑束腰，彼此順服；因為 上帝阻擋驕傲的人， 賜恩給謙卑的人。所以，你們要自卑，服在上帝大能的手下，到了時候，他必叫你們升高。你們要將一切的憂慮卸給上帝，因為他顧念你們。
4.29.{4}	Praying for and with Humility
（創 18:27）	亞伯拉罕說：「我雖然是灰塵，還敢對主說話。
（伯 42:5-6）	我從前風聞有你， 現在親眼看見你。因此我厭惡自己〔註：或譯：我的言語〕， 在塵土和爐灰中懊悔。
（詩 69:5）	上帝啊，我的愚昧，你原知道； 我的罪愆不能隱瞞。
（路 5:8）	西門‧彼得看見，就俯伏在耶穌膝前，說：「主啊，離開我，我是個罪人！」
（詩 79:8）	求你不要記念我們先祖的罪孽，向我們追討； 願你的慈悲快迎着我們， 因為我們落到極卑微的地步。
（詩 142:6）	求你側耳聽我的呼求， 因我落到極卑之地； 求你救我脫離逼迫我的人， 因為他們比我強盛。
（太 8:8）	百夫長回答說：「主啊，你到我舍下，我不敢當；只要你說一句話，我的僕人就必好了。
4.29.{5}	Faith Affirmations
（哀 3:1）	我是因耶和華忿怒的杖， 遭遇困苦的人。
（詩 116:6）	耶和華保護愚人； 我落到卑微的地步，他救了我。
（士 6:15）	基甸說：「主啊，我有何能拯救以色列人呢？我家在瑪拿西支派中是至貧窮的。我在我父家是至微小的。」
（林前 15:9）	我原是使徒中最小的，不配稱為使徒，因為我從前逼迫上帝的教會。
（弗 3:8）	我本來比眾聖徒中最小的還小，然而他還賜我這恩典，叫我把基督那測不透的豐富傳給外邦人，
（提前 1:15）	「基督耶穌降世，為要拯救罪人。」這話是可信的，是十分可佩服的。在罪人中我是個罪魁。
（詩 40:17）	但我是困苦窮乏的，主仍顧念我； 你是幫助我的，搭救我的。 上帝啊，求你不要耽延！
（撒上 2:7）	他使人貧窮，也使人富足， 使人卑微，也使人高貴。
（詩 51:17）	〔上帝所要〕的祭就是憂傷的靈； 上帝啊，憂傷痛悔的心，你必不輕看。
（腓 4:12-13）	我知道怎樣處卑賤，也知道怎樣處豐富；或飽足，或飢餓；或有餘，或缺乏，隨事隨在，我都得了秘訣。我靠着那加給我力量的，凡事都能做。
4.30.{3}	Promises to the Generous
（申 15:10）	你總要給他，給他的時候心裏不可愁煩；因耶和華－你的上帝必在你這一切所行的，並你手裏所辦的事上，賜福與你。
（申 23:20）	借給外邦人可以取利，只是借給你弟兄不可取利。這樣，耶和華－你上帝必在你所去得為業的地上和你手裏所辦的一切事上賜福與你。
（申 24:19）	「你在田間收割莊稼，若忘下一捆，不可回去再取，要留給寄居的與孤兒寡婦。這樣，耶和華－你上帝必在你手裏所辦的一切事上賜福與你。
（詩 37:26）	他終日恩待人，借給人； 他的後裔也蒙福！
（詩 112:5）	施恩與人、借貸與人的，這人事情順利； 他被審判的時候要訴明自己的冤。
（箴 19:17）	憐憫貧窮的，就是借給耶和華； 他的善行，耶和華必償還。
（箴 28:27）	賙濟貧窮的，不致缺乏； 佯為不見的，必多受咒詛。
（路 6:38）	你們要給人，就必有給你們的，並且用十足的升斗，連搖帶按，上尖下流地倒在你們懷裏；因為你們用甚麼量器量給人，也必用甚麼量器量給你們。」
（路 14:12-14）	耶穌又對請他的人說：「你擺設午飯或晚飯，不要請你的朋友、弟兄、親屬，和富足的鄰舍，恐怕他們也請你，你就得了報答。你擺設筵席，倒要請那貧窮的、殘廢的、瘸腿的、瞎眼的，你就有福了！因為他們沒有甚麼可報答你。到義人復活的時候，你要得着報答。」
（林後 9:6）	「少種的少收，多種的多收」，這話是真的。
（林後 9:8）	上帝能將各樣的恩惠多多地加給你們，使你們凡事常常充足，能多行各樣善事。
（林後 9:10-11）	那賜種給撒種的，賜糧給人吃的，必多多加給你們種地的種子，又增添你們仁義的果子；叫你們凡事富足，可以多多施捨，就藉着我們使感謝歸於上帝。
4.30.{4}	Praying about Our Giving
（申 26:10）	耶和華啊，現在我把你所賜給我地上初熟的土產奉了來。』隨後你要把筐子放在耶和華－你上帝面前，向耶和華－你的上帝下拜。
（申 26:13）	你又要在耶和華－你上帝面前說：『我已將聖物從我家裏拿出來，給了利未人和寄居的，與孤兒寡婦，是照你所吩咐我的一切命令。你的命令我都沒有違背，也沒有忘記。
（代上 29:14）	「我算甚麼，我的民算甚麼，竟能如此樂意奉獻？因為萬物都從你而來，我們把從你而得的獻給你。
（代上 29:16）	耶和華－我們的上帝啊，我們預備這許多材料，要為你的聖名建造殿宇，都是從你而來，都是屬你的。
4.30.{5}	Faith Affirmations
（代上 29:12）	豐富尊榮都從你而來，你也治理萬物。在你手裏有大能大力，使人尊大強盛都出於你。
（代上 21:24）	大衛王對阿珥楠說：「不然！我必要用足價向你買。我不用你的物獻給耶和華，也不用白得之物獻為燔祭。」
（撒上 2:7）	他使人貧窮，也使人富足， 使人卑微，也使人高貴。
（羅 11:36）	因為萬有都是本於他， 倚靠他，歸於他。 願榮耀歸給他，直到永遠。阿們！
4.31.{3}	Promises to the Obedient
（申 11:8）	「所以，你們要守我今日所吩咐的一切誡命，使你們膽壯，能以進去，得你們所要得的那地，
（代下 16:9）	耶和華的眼目遍察全地，要顯大能幫助向他心存誠實的人。你這事行得愚昧；此後，你必有爭戰的事。」
（伯 17:9）	然而，義人要持守所行的道； 手潔的人要力上加力。
（詩 50:23）	凡以感謝獻上為祭的便是榮耀我； 那按正路而行的，我必使他得着我的救恩。
（詩 84:11-12）	因為耶和華－上帝是日頭，是盾牌， 要賜下恩惠和榮耀。 他未嘗留下一樣好處不給那些行動正直的人。萬軍之耶和華啊， 倚靠你的人便為有福！
（箴 20:7）	行為純正的義人， 他的子孫是有福的！
