（赛 64:7）	并且无人求告你的名； 无人奋力抓住你。 原来你掩面不顾我们， 使我们因罪孽消化。
（诗 119:120）	我因惧怕你，肉就发抖； 我也怕你的判语。
（伯 6:14）	那将要灰心、离弃全能者、 不敬畏上帝的人， 他的朋友当以慈爱待他。
（林后 5:11）	我们既知道主是可畏的，所以劝人。但我们在上帝面前是显明的，盼望在你们的良心里也是显明的。
（诗 34:9）	耶和华的圣民哪，你们当敬畏他， 因敬畏他的一无所缺。
（诗 25:8-9）	耶和华是良善正直的， 所以他必指示罪人走〔正〕路。他必按公平引领谦卑人， 将他的道教训他们。
（诗 51:17）	〔上帝所要〕的祭就是忧伤的灵； 上帝啊，忧伤痛悔的心，你必不轻看。
（诗 138:6）	耶和华虽高，仍看顾低微的人； 他却从远处看出骄傲的人。
（赛 57:15）	因为那至高至上、永远长存〔注：原文是住在永远〕 名为圣者的如此说： 我住在至高至圣的所在， 也与心灵痛悔谦卑的人同居； 要使谦卑人的灵苏醒， 也使痛悔人的心苏醒。
（赛 66:2）	耶和华说：这一切都是我手所造的， 所以就都有了。 但我所看顾的， 就是虚心〔注：原文是贫穷〕痛悔、 因我话而战兢的人。
（诗 146:8）	耶和华开了瞎子的〔眼睛〕； 耶和华扶起被压下的人。 耶和华喜爱义人。
（太 23:12）	凡自高的，必降为卑；自卑的，必升为高。
（雅 4:6）	但他赐更多的恩典，所以经上说： 上帝阻挡骄傲的人， 赐恩给谦卑的人。
（雅 4:10）	务要在主面前自卑，主就必叫你们升高。
（彼前 5:5-7）	你们年幼的，也要顺服年长的。就是你们众人也都要以谦卑束腰，彼此顺服；因为 上帝阻挡骄傲的人， 赐恩给谦卑的人。所以，你们要自卑，服在上帝大能的手下，到了时候，他必叫你们升高。你们要将一切的忧虑卸给上帝，因为他顾念你们。
（创 18:27）	亚伯拉罕说：「我虽然是灰尘，还敢对主说话。
（伯 42:5-6）	我从前风闻有你， 现在亲眼看见你。因此我厌恶自己〔注：或译：我的言语〕， 在尘土和炉灰中懊悔。
（诗 69:5）	上帝啊，我的愚昧，你原知道； 我的罪愆不能隐瞒。
（路 5:8）	西门‧彼得看见，就俯伏在耶稣膝前，说：「主啊，离开我，我是个罪人！」
（诗 79:8）	求你不要记念我们先祖的罪孽，向我们追讨； 愿你的慈悲快迎着我们， 因为我们落到极卑微的地步。
（诗 142:6）	求你侧耳听我的呼求， 因我落到极卑之地； 求你救我脱离逼迫我的人， 因为他们比我强盛。
（太 8:8）	百夫长回答说：「主啊，你到我舍下，我不敢当；只要你说一句话，我的仆人就必好了。
（哀 3:1）	我是因耶和华忿怒的杖， 遭遇困苦的人。
（诗 116:6）	耶和华保护愚人； 我落到卑微的地步，他救了我。
（士 6:15）	基甸说：「主啊，我有何能拯救以色列人呢？我家在玛拿西支派中是至贫穷的。我在我父家是至微小的。」
（林前 15:9）	我原是使徒中最小的，不配称为使徒，因为我从前逼迫上帝的教会。
（弗 3:8）	我本来比众圣徒中最小的还小，然而他还赐我这恩典，叫我把基督那测不透的丰富传给外邦人，
（提前 1:15）	「基督耶稣降世，为要拯救罪人。」这话是可信的，是十分可佩服的。在罪人中我是个罪魁。
（诗 40:17）	但我是困苦穷乏的，主仍顾念我； 你是帮助我的，搭救我的。 上帝啊，求你不要耽延！
（撒上 2:7）	他使人贫穷，也使人富足， 使人卑微，也使人高贵。
（诗 51:17）	〔上帝所要〕的祭就是忧伤的灵； 上帝啊，忧伤痛悔的心，你必不轻看。
（腓 4:12-13）	我知道怎样处卑贱，也知道怎样处丰富；或饱足，或饥饿；或有余，或缺乏，随事随在，我都得了秘诀。我靠着那加给我力量的，凡事都能做。
（申 15:10）	你总要给他，给他的时候心里不可愁烦；因耶和华－你的上帝必在你这一切所行的，并你手里所办的事上，赐福与你。
（申 23:20）	借给外邦人可以取利，只是借给你弟兄不可取利。这样，耶和华－你上帝必在你所去得为业的地上和你手里所办的一切事上赐福与你。
（申 24:19）	「你在田间收割庄稼，若忘下一捆，不可回去再取，要留给寄居的与孤儿寡妇。这样，耶和华－你上帝必在你手里所办的一切事上赐福与你。
（诗 37:26）	他终日恩待人，借给人； 他的后裔也蒙福！
（诗 112:5）	施恩与人、借贷与人的，这人事情顺利； 他被审判的时候要诉明自己的冤。
（箴 19:17）	怜悯贫穷的，就是借给耶和华； 他的善行，耶和华必偿还。
（箴 28:27）	赒济贫穷的，不致缺乏； 佯为不见的，必多受咒诅。
（路 6:38）	你们要给人，就必有给你们的，并且用十足的升斗，连摇带按，上尖下流地倒在你们怀里；因为你们用什么量器量给人，也必用什么量器量给你们。」
（路 14:12-14）	耶稣又对请他的人说：「你摆设午饭或晚饭，不要请你的朋友、弟兄、亲属，和富足的邻舍，恐怕他们也请你，你就得了报答。你摆设筵席，倒要请那贫穷的、残废的、瘸腿的、瞎眼的，你就有福了！因为他们没有什么可报答你。到义人复活的时候，你要得着报答。」
（林后 9:6）	「少种的少收，多种的多收」，这话是真的。
（林后 9:8）	上帝能将各样的恩惠多多地加给你们，使你们凡事常常充足，能多行各样善事。
（林后 9:10-11）	那赐种给撒种的，赐粮给人吃的，必多多加给你们种地的种子，又增添你们仁义的果子；叫你们凡事富足，可以多多施舍，就藉着我们使感谢归于上帝。
（申 26:10）	耶和华啊，现在我把你所赐给我地上初熟的土产奉了来。』随后你要把筐子放在耶和华－你上帝面前，向耶和华－你的上帝下拜。
（申 26:13）	你又要在耶和华－你上帝面前说：『我已将圣物从我家里拿出来，给了利未人和寄居的，与孤儿寡妇，是照你所吩咐我的一切命令。你的命令我都没有违背，也没有忘记。
（代上 29:14）	「我算什么，我的民算什么，竟能如此乐意奉献？因为万物都从你而来，我们把从你而得的献给你。
（代上 29:16）	耶和华－我们的上帝啊，我们预备这许多材料，要为你的圣名建造殿宇，都是从你而来，都是属你的。
（代上 29:12）	丰富尊荣都从你而来，你也治理万物。在你手里有大能大力，使人尊大强盛都出于你。
（代上 21:24）	大卫王对阿珥楠说：「不然！我必要用足价向你买。我不用你的物献给耶和华，也不用白得之物献为燔祭。」
（撒上 2:7）	他使人贫穷，也使人富足， 使人卑微，也使人高贵。
（罗 11:36）	因为万有都是本于他， 倚靠他，归于他。 愿荣耀归给他，直到永远。阿们！
（申 11:8）	「所以，你们要守我今日所吩咐的一切诫命，使你们胆壮，能以进去，得你们所要得的那地，
（代下 16:9）	耶和华的眼目遍察全地，要显大能帮助向他心存诚实的人。你这事行得愚昧；此后，你必有争战的事。」
（伯 17:9）	然而，义人要持守所行的道； 手洁的人要力上加力。
（诗 50:23）	凡以感谢献上为祭的便是荣耀我； 那按正路而行的，我必使他得着我的救恩。
（诗 84:11-12）	因为耶和华－上帝是日头，是盾牌， 要赐下恩惠和荣耀。 他未尝留下一样好处不给那些行动正直的人。万军之耶和华啊， 倚靠你的人便为有福！
（箴 20:7）	行为纯正的义人， 他的子孙是有福的！
（箴 21:21）	追求公义仁慈的， 就寻得生命、公义，和尊荣。
（传 2:25-26）	论到吃用、享福，谁能胜过我呢？上帝喜悦谁，就给谁智慧、知识，和喜乐；惟有罪人，上帝使他劳苦，叫他将所收聚的、所堆积的归给上帝所喜悦的人。这也是虚空，也是捕风。
（赛 48:18）	甚愿你素来听从我的命令！ 你的平安就如河水； 你的公义就如海浪。
（赛 64:5）	你迎接那欢喜行义、记念你道的人； 你曾发怒，我们〔仍〕犯罪； 这景况已久，我们还能得救吗？
（耶 7:23）	我只吩咐他们这一件说：『你们当听从我的话，我就作你们的上帝，你们也作我的子民。你们行我所吩咐的一切道，就可以得福。』
（可 10:29-30）	耶稣说：「我实在告诉你们，人为我和福音撇下房屋，或是弟兄、姊妹、父母、儿女、田地，没有不在今世得百倍的，就是房屋、弟兄、姊妹、母亲、儿女、田地，并且要受逼迫，在来世必得永生。
（路 12:42-44）	主说：「谁是那忠心有见识的管家，主人派他管理家里的人，按时分粮给他们呢？主人来到，看见仆人这样行，那仆人就有福了。我实在告诉你们，主人要派他管理一切所有的。
（路 19:17）	主人说：『好！良善的仆人，你既在最小的事上有忠心，可以有权柄管十座城。』
（约 8:31-32）	耶稣对信他的犹太人说：「你们若常常遵守我的道，就真是我的门徒；你们必晓得真理，真理必叫你们得以自由。」
（约 14:23）	耶稣回答说：「人若爱我，就必遵守我的道；我父也必爱他，并且我们要到他那里去，与他同住。
（约 14:21）	有了我的命令又遵守的，这人就是爱我的；爱我的必蒙我父爱他，我也要爱他，并且要向他显现。」
（徒 5:32）	我们为这事作见证；上帝赐给顺从之人的圣灵也为这事作见证。」
（弗 6:8）	因为晓得各人所行的善事，不论是为奴的，是自主的，都必按所行的得主的赏赐。
（腓 4:9）	你们在我身上所学习的，所领受的，所听见的，所看见的，这些事你们都要去行，赐平安的上帝就必与你们同在。
（提后 2:19-21）	然而，上帝坚固的根基立住了；上面有这印记说：「主认识谁是他的人」；又说：「凡称呼主名的人总要离开不义。」在大户人家，不但有金器银器，也有木器瓦器；有作为贵重的，有作为卑贱的。人若自洁，脱离卑贱的事，就必作贵重的器皿，成为圣洁，合乎主用，预备行各样的善事。
（雅 1:25）	惟有详细察看那全备、〔使人〕自由之律法的，并且时常如此，这人既不是听了就忘，乃是实在行出来，就在他所行的事上必然得福。
（彼前 3:12）	因为，主的眼看顾义人； 主的耳听他们的祈祷。 惟有行恶的人，主向他们变脸。
（约一 2:10）	爱弟兄的，就是住在光明中，在他并没有绊跌的缘由。
（约一 3:21-22）	亲爱的〔弟兄〕啊，我们的心若不责备我们，就可以向上帝坦然无惧了。并且我们一切所求的，就从他得着；因为我们遵守他的命令，行他所喜悦的事。
（启 1:3）	念这书上预言的和那些听见又遵守其中所记载的，都是有福的，因为日期近了。
（启 3:4-5）	然而在撒狄，你还有几名是未曾污秽自己衣服的，他们要穿白衣与我同行，因为他们是配得过的。凡得胜的必这样穿白衣，我也必不从生命册上涂抹他的名；且要在我父面前，和我父众使者面前，认他的名。
（启 14:13）	我听见从天上有声音说：「你要写下：从今以后，在主里面而死的人有福了！」〔圣〕灵说：「是的，他们息了自己的劳苦，做工的果效也随着他们。」
（启 22:7）	「看哪，我必快来！凡遵守这书上预言的有福了！」
（约 8:29）	那差我来的是与我同在；他没有撇下我独自在这里，因为我常做他所喜悦的事。」
（出 33:13）	我如今若在你眼前蒙恩，求你将你的道指示我，使我可以认识你，好在你眼前蒙恩。求你想到这民是你的民。」
（诗 119:173）	愿你用手帮助我， 因我拣选了你的训词。
（诗 119:17）	求你用厚恩待你的仆人，使我存活， 我就遵守你的话。
（诗 119:33-34）	耶和华啊，求你将你的律例指教我， 我必遵守到底！求你赐我悟性，我便遵守你的律法， 且要一心遵守。
（诗 119:58）	我一心求过你的恩； 愿你照你的话怜悯我！
